Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Cantidad,TipoVehiculo,DescMotor
Venta al público de vehículos,2021,Marzo,Suzuki,S Cross,Camiones ligeros,SUV's,Importado,Hungría,  91,,
Venta al público de vehículos,2021,Marzo,Suzuki,Swift,Automóviles,Subcompactos,Importado,Japón,  684,,
Venta al público de vehículos,2021,Marzo,Suzuki,Ertiga,Automóviles,Compactos,Importado,Indonesia,  716,,
Venta al público de vehículos,2021,Marzo,Suzuki,JIMNY,Camiones ligeros,SUV's,Importado,Japón,  714,,
Venta al público de vehículos,2021,Marzo,Toyota,Avanza,Automóviles,Compactos,Importado,Indonesia,  773,,
Venta al público de vehículos,2021,Marzo,Toyota,Camry,Automóviles,De Lujo,Importado,Estados Unidos,  326,,
Venta al público de vehículos,2021,Marzo,Toyota,C-HR,Camiones ligeros,SUV's,Importado,Turquía,  0,,
Venta al público de vehículos,2021,Marzo,Toyota,Corolla,Automóviles,Compactos,Importado,Estados Unidos,  810,,
Venta al público de vehículos,2021,Marzo,Toyota,Hiace P,Camiones ligeros,SUV's,Importado,Japón,  125,,
Venta al público de vehículos,2021,Marzo,Toyota,Hiace V,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Toyota,Highlander,Camiones ligeros,SUV's,Importado,Estados Unidos,  495,,
Venta al público de vehículos,2021,Marzo,Toyota,Hilux Dc,Camiones ligeros,Pick Ups,Importado,Tailandia,  953,,
Venta al público de vehículos,2021,Marzo,Toyota,Lcruiser,Camiones ligeros,SUV's,Importado,Japón,  5,,
Venta al público de vehículos,2021,Marzo,Toyota,Prius,Automóviles,De Lujo,Importado,Japón,  540,,
Venta al público de vehículos,2021,Marzo,Toyota,Prius-C,Automóviles,Subcompactos,Importado,Japón,  766,,
Venta al público de vehículos,2021,Marzo,Toyota,Rav4,Camiones ligeros,SUV's,Importado,Canadá,  953,,
Venta al público de vehículos,2021,Marzo,Toyota,Sequoia,Camiones ligeros,SUV's,Importado,Estados Unidos,  9,,
Venta al público de vehículos,2021,Marzo,Toyota,Sienna,Camiones ligeros,Minivans,Importado,Estados Unidos,  327,,
Venta al público de vehículos,2021,Marzo,Toyota,Tacoma,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,Toyota,Tacoma-,Camiones ligeros,Pick Ups,Nacional,México,  546,,
Venta al público de vehículos,2021,Marzo,Toyota,Tundra,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  6,,
Venta al público de vehículos,2021,Marzo,Toyota,Yaris Hatchback,Automóviles,Subcompactos,Importado,Tailandia,  89,,
Venta al público de vehículos,2021,Marzo,Toyota,Yaris Sedan,Automóviles,Subcompactos,Importado,Tailandia,  497,,
Venta al público de vehículos,2021,Marzo,Toyota,Yaris-R,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,Toyota,GR Supra,Automóviles,De Lujo,Importado,Austria,  3,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Amarok,Camiones ligeros,Pick Ups,Importado,Argentina,  48,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Beetle,Automóviles,Compactos,Nacional,México,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Beetle Cabrio,Automóviles,Compactos,Nacional,México,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Crafter,Camiones ligeros,Pick Ups,Importado,Alemania,  32,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Crossfox,Automóviles,Subcompactos,Importado,Brasil,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Gol,Automóviles,Subcompactos,Importado,Brasil,  36,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Gol Sedan,Automóviles,Subcompactos,Importado,Brasil,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Golf,Automóviles,Compactos,Importado,Brasil,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Golf-,Automóviles,Compactos,Nacional,México,  113,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Golf Variant-/Crossgolf,Automóviles,Compactos,Nacional,México,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Jetta,Automóviles,Compactos,Nacional,México,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Nuevo Jetta,Automóviles,Compactos,Nacional,México, 1 286,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Nuevo Jetta TDI,Automóviles,Compactos,Nacional,México,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Passat,Automóviles,De Lujo,Importado,Estados Unidos,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Polo 4 Ptas,Automóviles,Subcompactos,Importado,India,  636,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Saveiro,Camiones ligeros,Pick Ups,Importado,Brasil, 1 005,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Teramont,Camiones ligeros,SUV's,Importado,Estados Unidos,  161,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Tiguan-,Camiones ligeros,SUV's,Nacional,México,  596,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Touareg,Camiones ligeros,SUV's,Importado,Eslovaquia,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Transporter Carga,Camiones ligeros,SUV's,Importado,Alemania,  216,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Transporter Pasajeros,Camiones ligeros,SUV's,Importado,Alemania,  1,,
Venta al público de vehículos,2021,Marzo,Volkswagen,UP!,Automóviles,Subcompactos,Importado,Brasil,-,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Vento,Automóviles,Subcompactos,Importado,India, 2 366,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Volkswagen Caddy,Camiones ligeros,Pick Ups,Importado,Polonia,  55,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Virtus,Automóviles,Subcompactos,Importado,Brasil,  650,,
Venta al público de vehículos,2021,Marzo,Volkswagen,T-Cross,Camiones ligeros,SUV's,Importado,Brasil,  679,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Taos,Camiones ligeros,SUV's,Nacional,México, 1 324,,
Venta al público de vehículos,2021,Marzo,Volkswagen,Cross Sport,Camiones ligeros,SUV's,Importado,Estados Unidos,  32,,
Venta al público de vehículos,2021,Marzo,Volvo,XC40,Automóviles,De Lujo,Importado,Bélgica,  178,,
Venta al público de vehículos,2021,Marzo,Volvo,XC60 II,Camiones ligeros,SUV's,Importado,Suecia,  68,,
Venta al público de vehículos,2021,Marzo,Volvo,XC90 II,Camiones ligeros,SUV's,Importado,Suecia,  39,,
Venta al público de vehículos,2021,Marzo,Volvo,S60 III,Automóviles,De Lujo,Importado,Estados Unidos,  10,,
Venta al público de vehículos,2021,Abril,Acura,Mdx,Camiones ligeros,SUV's,Importado,Estados Unidos,  4,,
Venta al público de vehículos,2021,Abril,Acura,Rdx,Camiones ligeros,SUV's,Importado,Estados Unidos,  62,,
Venta al público de vehículos,2021,Abril,Acura,TLX,Automóviles,De Lujo,Importado,Estados Unidos,  5,,
Venta al público de vehículos,2021,Abril,Alfa Romeo,Alfa Romeo Giulietta Progression Manual,Automóviles,Deportivos,Importado,Italia,  2,,
Venta al público de vehículos,2021,Abril,Alfa Romeo,Giulia,Automóviles,De Lujo,Importado,Italia,  3,,
Venta al público de vehículos,2021,Abril,Alfa Romeo,Stelvio,Automóviles,De Lujo,Importado,Italia,  6,,
Venta al público de vehículos,2021,Abril,Audi,A4,Automóviles,De Lujo,Importado,Alemania,  56,,
Venta al público de vehículos,2021,Abril,Audi,A5 Sportback,Automóviles,Deportivos,Importado,Alemania,  52,,
Venta al público de vehículos,2021,Abril,Audi,A6,Automóviles,De Lujo,Importado,Alemania,  8,,
Venta al público de vehículos,2021,Abril,Audi,A7,Automóviles,De Lujo,Importado,Alemania,  9,,
Venta al público de vehículos,2021,Abril,Audi,A8,Automóviles,De Lujo,Importado,Alemania,  1,,
Venta al público de vehículos,2021,Abril,Audi,Q2,Automóviles,De Lujo,Importado,Eslovaquia,  195,,
Venta al público de vehículos,2021,Abril,Audi,Q3,Automóviles,De Lujo,Importado,Hungría,  106,,
Venta al público de vehículos,2021,Abril,Audi,Q5,Camiones ligeros,SUV's,Nacional,México,  115,,
Venta al público de vehículos,2021,Abril,Audi,R8,Automóviles,De Lujo,Importado,Alemania,  7,,
Venta al público de vehículos,2021,Abril,Audi,TT Coupe,Automóviles,De Lujo,Importado,Hungría,  10,,
Venta al público de vehículos,2021,Abril,Audi,A3-,Automóviles,De Lujo,Importado,Alemania,  4,,
Venta al público de vehículos,2021,Abril,Audi,Q7-,Camiones ligeros,SUV's,Importado,Eslovaquia,  38,,
Venta al público de vehículos,2021,Abril,Audi,Q8,Camiones ligeros,SUV's,Importado,Alemania,  40,,
Venta al público de vehículos,2021,Abril,Audi,e-tron,Camiones ligeros,SUV's,Importado,Bélgica,  4,,
Venta al público de vehículos,2021,Abril,Audi,A1*,Automóviles,De Lujo,Importado,España,  83,,
Venta al público de vehículos,2021,Abril,Audi,A5 Coupe,Automóviles,De Lujo,Importado,Alemania,  23,,
Venta al público de vehículos,2021,Abril,Audi,Q3 SB,Camiones ligeros,SUV's,Importado,Hungría,  116,,
Venta al público de vehículos,2021,Abril,Bentley,Bentayga,Automóviles,De Lujo,Importado,Reino Unido,  0,,
Venta al público de vehículos,2021,Abril,BMW,i3,Automóviles,De Lujo,Importado,Alemania,  4,,
Venta al público de vehículos,2021,Abril,BMW,Serie 1 Hatch,Automóviles,De Lujo,Importado,Alemania,  66,,
Venta al público de vehículos,2021,Abril,BMW,Serie 2,Automóviles,De Lujo,Importado,Alemania,  20,,
Venta al público de vehículos,2021,Abril,BMW,Serie 3,Automóviles,De Lujo,Importado,Alemania,  5,,
Venta al público de vehículos,2021,Abril,BMW,Serie 4,Automóviles,De Lujo,Importado,Alemania,  31,,
Venta al público de vehículos,2021,Abril,BMW,Serie 5,Automóviles,De Lujo,Importado,Alemania,  8,,
Venta al público de vehículos,2021,Abril,BMW,Serie 7,Automóviles,De Lujo,Importado,Alemania,  1,,
Venta al público de vehículos,2021,Abril,BMW,X1,Camiones ligeros,SUV's,Importado,Alemania,  196,,
Venta al público de vehículos,2021,Abril,BMW,X2,Camiones ligeros,SUV's,Importado,Alemania,  96,,
Venta al público de vehículos,2021,Abril,BMW,X3,Camiones ligeros,SUV's,Importado,Estados Unidos,  156,,
Venta al público de vehículos,2021,Abril,BMW,X4,Camiones ligeros,SUV's,Importado,Estados Unidos,  90,,
Venta al público de vehículos,2021,Abril,BMW,X5,Camiones ligeros,SUV's,Importado,Estados Unidos,  92,,
Venta al público de vehículos,2021,Abril,BMW,X6,Camiones ligeros,SUV's,Importado,Estados Unidos,  47,,
Venta al público de vehículos,2021,Abril,BMW,Z4-,Automóviles,De Lujo,Importado,Alemania,  6,,
Venta al público de vehículos,2021,Abril,BMW,Serie 8,Automóviles,De Lujo,Importado,Alemania,  2,,
Venta al público de vehículos,2021,Abril,BMW,Serie 3-,Automóviles,De Lujo,Nacional,México,  120,,
Venta al público de vehículos,2021,Abril,BMW,X7,Camiones ligeros,SUV's,Importado,Estados Unidos,  10,,
Venta al público de vehículos,2021,Abril,BMW,Serie 1 Sedán,Automóviles,De Lujo,Importado,Alemania,  15,,
Venta al público de vehículos,2021,Abril,Chrysler,Attitude,Automóviles,Subcompactos,Importado,Tailandia,  481,,
Venta al público de vehículos,2021,Abril,Chrysler,Challenger,Automóviles,Deportivos,Importado,Canadá,  23,,
Venta al público de vehículos,2021,Abril,Chrysler,Charger,Automóviles,De Lujo,Importado,Canadá,  50,,
Venta al público de vehículos,2021,Abril,Chrysler,CHRYSLER 300C,Automóviles,De Lujo,Importado,Canadá,  2,,
Venta al público de vehículos,2021,Abril,Chrysler,Chrysler Pacifica,Camiones ligeros,Minivans,Importado,Canadá,  16,,
Venta al público de vehículos,2021,Abril,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups,Nacional,México,  799,,
Venta al público de vehículos,2021,Abril,Chrysler,Dodge Neon,Automóviles,Compactos,Importado,Turquía,  7,,
Venta al público de vehículos,2021,Abril,Chrysler,Durango,Camiones ligeros,SUV's,Importado,Estados Unidos,  51,,
Venta al público de vehículos,2021,Abril,Chrysler,Grand Caravan,Camiones ligeros,Minivans,Importado,Canadá,  3,,
Venta al público de vehículos,2021,Abril,Chrysler,Grand Cherokee,Camiones ligeros,SUV's,Importado,Estados Unidos,  172,,
Venta al público de vehículos,2021,Abril,Chrysler,Jeep Compass-,Camiones ligeros,SUV's,Nacional,México,  52,,
Venta al público de vehículos,2021,Abril,Chrysler,Promaster,Camiones ligeros,SUV's,Nacional,México,  63,,
Venta al público de vehículos,2021,Abril,Chrysler,Promaster Rapid,Camiones ligeros,Pick Ups,Importado,Brasil,  452,,
Venta al público de vehículos,2021,Abril,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,Nacional,México,  144,,
Venta al público de vehículos,2021,Abril,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,Nacional,México,  2,,
Venta al público de vehículos,2021,Abril,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,Nacional,México,  320,,
Venta al público de vehículos,2021,Abril,Chrysler,RAM 700,Camiones ligeros,Pick Ups,Importado,Brasil,  110,,
Venta al público de vehículos,2021,Abril,Chrysler,Renegade,Camiones ligeros,SUV's,Importado,Brasil,  337,,
Venta al público de vehículos,2021,Abril,Chrysler,Vision,Automóviles,Subcompactos,Importado,Brasil,  1,,
Venta al público de vehículos,2021,Abril,Chrysler,Wrangler,Camiones ligeros,SUV's,Importado,Estados Unidos,  390,,
Venta al público de vehículos,2021,Abril,Chrysler,JT ,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  125,,
Venta al público de vehículos,2021,Abril,Fiat,Ducato,Camiones ligeros,Pick Ups,Importado,Italia,  67,,
Venta al público de vehículos,2021,Abril,Fiat,Mobi,Automóviles,Subcompactos,Importado,Brasil,  390,,
Venta al público de vehículos,2021,Abril,Fiat,Uno,Automóviles,Subcompactos,Importado,Brasil,  75,,
Venta al público de vehículos,2021,Abril,Fiat,Argo,Automóviles,Subcompactos,Importado,Brasil,  258,,
Venta al público de vehículos,2021,Abril,Ford Motor,Ecosport,Camiones ligeros,SUV's,Importado,Brasil,  191,,
Venta al público de vehículos,2021,Abril,Ford Motor,Edge,Camiones ligeros,SUV's,Importado,Canadá,  30,,
Venta al público de vehículos,2021,Abril,Ford Motor,Escape,Camiones ligeros,SUV's,Importado,Estados Unidos,  29,,
Venta al público de vehículos,2021,Abril,Ford Motor,Expedition,Camiones ligeros,Minivans,Importado,Estados Unidos,  24,,
Venta al público de vehículos,2021,Abril,Ford Motor,Explorer,Camiones ligeros,SUV's,Importado,Estados Unidos,  87,,
Venta al público de vehículos,2021,Abril,Ford Motor,F 250 Super Duty,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  59,,
Venta al público de vehículos,2021,Abril,Ford Motor,F-350,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  227,,
Venta al público de vehículos,2021,Abril,Ford Motor,F-450,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  108,,
Venta al público de vehículos,2021,Abril,Ford Motor,F-550,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  54,,
Venta al público de vehículos,2021,Abril,Ford Motor,Figo Sedan,Automóviles,Subcompactos,Importado,India,  442,,
Venta al público de vehículos,2021,Abril,Ford Motor,Fusion,Automóviles,Compactos,Nacional,México,  9,,
Venta al público de vehículos,2021,Abril,Ford Motor,Fusion Hibrido,Automóviles,Compactos,Nacional,México,  9,,
Venta al público de vehículos,2021,Abril,Ford Motor,Lobo Crew Cab,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  399,,
Venta al público de vehículos,2021,Abril,Ford Motor,Mustang,Automóviles,Deportivos,Importado,Estados Unidos,  98,,
Venta al público de vehículos,2021,Abril,Ford Motor,Ranger,Camiones ligeros,Pick Ups,Importado,Argentina,  736,,
Venta al público de vehículos,2021,Abril,Ford Motor,Ranger Crew Cab,Camiones ligeros,Pick Ups,Importado,Argentina,-,,
Venta al público de vehículos,2021,Abril,Ford Motor,Transit,Camiones ligeros,SUV's,Importado,Reino Unido,  535,,
Venta al público de vehículos,2021,Abril,Ford Motor,Escape HEV,Camiones ligeros,SUV's,Importado,Estados Unidos,  40,,
Venta al público de vehículos,2021,Abril,Ford Motor,Bronco Sport,Camiones ligeros,SUV's,Nacional,México,  229,,
Venta al público de vehículos,2021,Abril,General Motors,Acadia,Camiones ligeros,SUV's,Importado,Estados Unidos,  92,,
Venta al público de vehículos,2021,Abril,General Motors,Ats 4p,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Abril,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2021,Abril,General Motors,Aveo,Automóviles,Subcompactos,Importado,China, 3 345,,
Venta al público de vehículos,2021,Abril,General Motors,Aveo-,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2021,Abril,General Motors,Beat,Automóviles,Subcompactos,Importado,India,  821,,
Venta al público de vehículos,2021,Abril,General Motors,Beat 4 PTAS.,Automóviles,Subcompactos,Importado,India, 2 518,,
Venta al público de vehículos,2021,Abril,General Motors,Bolt,Automóviles,Subcompactos,Importado,Estados Unidos,  1,,
Venta al público de vehículos,2021,Abril,General Motors,Camaro,Automóviles,Deportivos,Importado,Estados Unidos,  12,,
Venta al público de vehículos,2021,Abril,General Motors,Camaro Convertible,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Abril,General Motors,Captiva Sport,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2021,Abril,General Motors,Cavalier 4 Ptas,Automóviles,Compactos,Importado,China,  584,,
Venta al público de vehículos,2021,Abril,General Motors,Chevrolet Express Cargo Van,Camiones ligeros,Minivans,Importado,Estados Unidos,  2,,
Venta al público de vehículos,2021,Abril,General Motors,Chevrolet Express Cutaway,Camiones ligeros,Minivans,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Abril,General Motors,Chevrolet Express Passenger Van,Camiones ligeros,Minivans,Importado,Estados Unidos,  9,,
Venta al público de vehículos,2021,Abril,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2021,Abril,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2021,Abril,General Motors,Colorado Doble Cabina,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  30,,
Venta al público de vehículos,2021,Abril,General Motors,Corvette,Automóviles,Deportivos,Importado,Estados Unidos,  10,,
Venta al público de vehículos,2021,Abril,General Motors,Corvette 2  Pts. Convertible,Automóviles,De Lujo,Importado,Estados Unidos,  5,,
